ParkName,UnitCode,ParkType,Region,TrafficCounter,ReportingDate,TrafficCount
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,29FEB2016,184
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31MAR2016,324
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,30APR2016,200
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31MAY2016,161
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,30JUN2016,803
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31JUL2016,1504
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31AUG2016,501
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,30SEP2016,432
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31OCT2016,335
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,30NOV2016,290
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT KETTLE RIVER,31DEC2016,93
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31JAN2016,742
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,29FEB2016,1512
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31MAR2016,1612
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,30APR2016,863
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31MAY2016,1648
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,30JUN2016,1991
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31JUL2016,3359
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31AUG2016,2269
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,30SEP2016,2121
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31OCT2016,1096
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,30NOV2016,915
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,31DEC2016,378
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31JAN2016,173
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,29FEB2016,501
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31MAR2016,1038
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,30APR2016,507
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31MAY2016,1090
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,30JUN2016,1321
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31JUL2016,1711
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31AUG2016,2012
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,30SEP2016,1080
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31OCT2016,1092
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,30NOV2016,527
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT MARCUS ISLAND CA,31DEC2016,159
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31JAN2016,189
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,29FEB2016,273
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31MAR2016,316
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,30APR2016,211
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31MAY2016,422
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,30JUN2016,626
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31JUL2016,917
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31AUG2016,996
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,30SEP2016,716
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31OCT2016,543
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,30NOV2016,344
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NAPOLEON,31DEC2016,171
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31JAN2016,146
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,29FEB2016,158
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31MAR2016,196
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,30APR2016,147
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31MAY2016,264
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,30JUN2016,305
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31JUL2016,330
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31AUG2016,433
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,30SEP2016,300
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31OCT2016,233
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,30NOV2016,133
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT NORTH GORGE CA,31DEC2016,59
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31JAN2016,2107
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,29FEB2016,3480
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31MAR2016,4531
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,30APR2016,5104
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31MAY2016,1001
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,30JUN2016,6213
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31JUL2016,7302
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31AUG2016,5602
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,30SEP2016,3201
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31OCT2016,881
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,30NOV2016,862
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT PORCUPINE BAY,31DEC2016,572
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31JAN2016,1981
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,29FEB2016,4261
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31MAR2016,210
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,30APR2016,6500
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31MAY2016,1242
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,30JUN2016,5269
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31JUL2016,7347
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31AUG2016,8103
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,30SEP2016,4331
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31OCT2016,2487
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,30NOV2016,1231
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SEVEN BAYS MARINA,31DEC2016,777
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31JAN2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,29FEB2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31MAR2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,30APR2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31MAY2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,30JUN2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31JUL2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31AUG2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,30SEP2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31OCT2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,30NOV2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SHERMAN CR HATCHERY,31DEC2016,0
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31JAN2016,191
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,29FEB2016,450
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31MAR2016,385
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,30APR2016,259
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31MAY2016,591
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,30JUN2016,624
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31JUL2016,747
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31AUG2016,368
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,30SEP2016,455
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31OCT2016,877
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,30NOV2016,485
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SNAG COVE,31DEC2016,166
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31JAN2016,776
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,29FEB2016,1463
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31MAR2016,1696
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,30APR2016,1576
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31MAY2016,3281
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,30JUN2016,5485
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31JUL2016,8837
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31AUG2016,7077
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,30SEP2016,4954
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31OCT2016,1221
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,30NOV2016,1096
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT SPRING CANYON CA,31DEC2016,1669
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31JAN2016,67
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,29FEB2016,127
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31MAR2016,152
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,30APR2016,99
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31MAY2016,148
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,30JUN2016,2061
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31JUL2016,464
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31AUG2016,1071
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,30SEP2016,167
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31OCT2016,112
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,30NOV2016,137
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West,TRAFFIC COUNT AT ST. PAULS MISSION,31DEC2016,65
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31JAN2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,29FEB2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31MAR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,30APR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31MAY2016,1624
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,30JUN2016,2091
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31JUL2016,2881
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31AUG2016,2199
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,30SEP2016,1476
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31OCT2016,1319
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,30NOV2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC AT CROSSROADS .,31DEC2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31JAN2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,29FEB2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31MAR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,30APR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31MAY2016,1188
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,30JUN2016,3316
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31JUL2016,5855
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31AUG2016,5025
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,30SEP2016,3623
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31OCT2016,1267
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,30NOV2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT BUTTE LAKE,31DEC2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31JAN2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,29FEB2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31MAR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,30APR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31MAY2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,30JUN2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31JUL2016,1995
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31AUG2016,2294
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,30SEP2016,984
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31OCT2016,356
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,30NOV2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT JUNIPER LAKE,31DEC2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31JAN2016,1025
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,29FEB2016,967
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31MAR2016,1362
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,30APR2016,2251
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31MAY2016,5854
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,30JUN2016,11391
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31JUL2016,18917
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31AUG2016,15962
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,30SEP2016,13844
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31OCT2016,11213
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,30NOV2016,1364
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT MANZANITA,31DEC2016,810
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31JAN2016,2209
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,29FEB2016,1968
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31MAR2016,1652
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,30APR2016,1872
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31MAY2016,2903
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,30JUN2016,10018
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31JUL2016,15028
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31AUG2016,13517
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,30SEP2016,12100
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31OCT2016,8901
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,30NOV2016,1452
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT SOUTHWEST,31DEC2016,1025
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31JAN2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,29FEB2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31MAR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,30APR2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31MAY2016,918
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,30JUN2016,3378
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31JUL2016,4899
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31AUG2016,3824
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,30SEP2016,2593
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31OCT2016,1031
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,30NOV2016,0
Lassen Volcanic NP,LAVO,National Park,Pacific West,TRAFFIC COUNT AT WARNER VALLEY,31DEC2016,0
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31JAN2016,850
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,29FEB2016,900
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31MAR2016,1100
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,30APR2016,1450
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31MAY2016,2600
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,30JUN2016,3000
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31JUL2016,2950
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31AUG2016,2900
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,30SEP2016,2000
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31OCT2016,1650
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,30NOV2016,1000
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT HILL ROAD,31DEC2016,1000
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,31JAN2016,100
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,29FEB2016,150
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,31MAR2016,200
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,30APR2016,250
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,31MAY2016,500
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,30JUN2016,1200
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,31JUL2016,1300
Lava Beds NM,LABE,National Monument,Pacific West,TRAFFIC COUNT AT MEDICINE LAKE ROAD,31AUG2016,950
